Char_Index,Character,Raw_Attention_Score,Relative_Attention_Score
0,C,0.017806526894370716,0.8489961495077725
1,1,0.01635893011310448,0.3450443854178621
2,=,0.016260625154245645,0.3108214871102529
3,C,0.017672072028896462,0.8021883867915883
4,C,0.017701319671080757,0.8123703663766445
5,=,0.016296431693869334,0.3232868151925171
6,C,0.01767491353287672,0.8031775993693244
7,(,0.015715384234984715,0.12100680482338004
8,C,0.016852557639746617,0.5168909010180458
9,=,0.016159654400932293,0.27567054596955676
10,C,0.0165518947566549,0.4122211529975416
11,1,0.01609380675169329,0.25274700854213655
12,),0.01595445635030046,0.20423496325620724
13,/,0.015367793307329217,0.0
14,C,0.017573314854719985,0.7678080587977415
15,=,0.015862144083560754,0.17209830042809476
16,C,0.017693131424797077,0.8095197927826263
17,/,0.015377410900934288,0.0033481721749449825
18,C,0.017704790050629526,0.8135785093611392
19,=,0.01612662097128729,0.26417062046614614
20,O,0.017206645124436665,0.6401593517779474
21, ,0.017941975267603993,0.8961497820091595
22, ,0.01807318169934054,0.9418266677202053
23, ,0.01815888852191468,0.9716637777426504
24, ,0.01820399158168584,0.9873655027199935
25, ,0.01821161558230718,0.9900196455118729
26, ,0.01818347256630659,0.9802222193612699
27, ,0.018123620732997853,0.9593860049054943
28, ,0.018055448851858575,0.9356533327926039
29, ,0.0180533374271666,0.9349182826653626
30, ,0.018103753177759547,0.9524695143191168
31, ,0.018139406068560977,0.9648813526478599
32, ,0.018146849043356877,0.9674724749320568
33, ,0.01813555966752271,0.963542305329078
34, ,0.018118697063376505,0.9576719281518116
35, ,0.018107426430409152,0.9537482835017184
36, ,0.018111997633241117,0.9553396560171825
37, ,0.018132852390408516,0.9625998211406394
38, ,0.01816027630896618,0.9721469079497874
39, ,0.01817950028150032,0.9788393481353223
40, ,0.018194137412744265,0.9839349715900448
41, ,0.01821354260512938,0.9906904998293579
42, ,0.018232146937710542,0.9971672248023101
43, ,0.018233437401552994,0.9976164738876312
44, ,0.01821691368240863,0.9918640727218563
45, ,0.01819022213264058,0.9825719454071381
46, ,0.018166194825122755,0.9742073205567375
47, ,0.018162592158963282,0.972953124643905
48, ,0.018171968365398545,0.976217262720662
49, ,0.018176198393727343,0.9776898621807021
50, ,0.018158708543827135,0.9716011219838857
51, ,0.018113305520576734,0.9557949707419352
52, ,0.018051316069128614,0.9342145874359429
53, ,0.01802979359248032,0.926721969177284
54, ,0.01809066623294105,0.947913557153987
55, ,0.018174628300281864,0.9771432656616469
56, ,0.018225098688465852,0.9947135182960688
57, ,0.018240284058265388,1.0
58, ,0.01823819048392276,0.9992711641136025
59, ,0.01822228873303781,0.9937352887135624
60, ,0.018197224281417828,0.9850096029609403
61, ,0.01816846422540645,0.974997366715443
62, ,0.01814754055036853,0.967713209218643
63, ,0.018133395894741017,0.9627890312651016
64, ,0.018126203096471727,0.9602850029172484
65, ,0.018131313069413107,0.9620639374324298
66, ,0.018149764587481815,0.9684874631000739
67, ,0.0181681092750902,0.9748737978871936
68, ,0.018171059821421903,0.9759009713709523
69, ,0.018153532058931887,0.9697990326669538
